packet_id,timestamp,probability,true_label
85148,2025-11-18 01:34:38.038621,0.99963987,1
141856,2025-11-18 01:34:38.056622,0.9999931,1
86820,2025-11-18 01:34:38.065200,0.99998534,1
133811,2025-11-18 01:34:38.088934,0.9999925,1
64779,2025-11-18 01:34:38.100044,0.9999709,1
95632,2025-11-18 01:34:38.108809,0.9999814,1
141316,2025-11-18 01:34:38.148624,0.99998784,1
58733,2025-11-18 01:34:38.158374,0.999992,1
134644,2025-11-18 01:34:38.175720,0.99998975,1
120887,2025-11-18 01:34:38.185322,0.99996233,1
90426,2025-11-18 01:34:38.197413,0.99998844,1
66218,2025-11-18 01:34:38.212473,0.99977785,1
49200,2025-11-18 01:34:38.221418,0.9999585,1
53186,2025-11-18 01:34:38.254807,0.9999883,1
97406,2025-11-18 01:34:38.268619,0.99968195,1
166509,2025-11-18 01:34:38.307219,0.99999297,1
52126,2025-11-18 01:34:38.357806,0.9999825,1
61747,2025-11-18 01:34:38.366671,0.99900985,1
66477,2025-11-18 01:34:38.382051,0.9999739,1
45616,2025-11-18 01:34:38.407277,0.8268651,0
55567,2025-11-18 01:34:38.424772,0.99999285,1
156160,2025-11-18 01:34:38.432157,0.9999926,1
154682,2025-11-18 01:34:38.482579,0.9999827,1
132182,2025-11-18 01:34:38.512221,0.9999931,1
67063,2025-11-18 01:34:38.521030,0.9997346,1
152238,2025-11-18 01:34:38.582115,0.99998116,1
146193,2025-11-18 01:34:38.604649,0.99998987,1
144834,2025-11-18 01:34:38.618503,0.9999913,1
117361,2025-11-18 01:34:38.641961,0.9999926,1
79458,2025-11-18 01:34:38.663562,0.99998164,1
103995,2025-11-18 01:34:38.699827,0.99998987,1
94914,2025-11-18 01:34:38.719598,0.99989605,1
81782,2025-11-18 01:34:38.732266,0.9999838,1
140031,2025-11-18 01:34:38.757684,0.999985,1
88856,2025-11-18 01:34:38.793318,0.9999851,1
120399,2025-11-18 01:34:38.842109,0.9999918,1
96073,2025-11-18 01:34:38.849038,0.9999751,1
166690,2025-11-18 01:34:38.863638,0.99999154,1
160241,2025-11-18 01:34:38.880330,0.999984,1
98025,2025-11-18 01:34:38.920688,0.9999802,1
151472,2025-11-18 01:34:38.932509,0.99999106,1
165516,2025-11-18 01:34:38.949027,0.9999521,1
173299,2025-11-18 01:34:38.967105,0.9999814,1
110329,2025-11-18 01:34:38.979010,0.9999925,1
65697,2025-11-18 01:34:38.998217,0.98966366,1
172871,2025-11-18 01:34:39.045637,0.9999862,1
160422,2025-11-18 01:34:39.060154,0.99999213,1
92824,2025-11-18 01:34:39.081229,0.99998987,1
125014,2025-11-18 01:34:39.099016,0.9999931,1
169603,2025-11-18 01:34:39.152845,0.9999876,1
149471,2025-11-18 01:34:39.168543,0.9999896,1
160098,2025-11-18 01:34:39.183418,0.9999871,1
101435,2025-11-18 01:34:39.204948,0.9999907,1
130391,2025-11-18 01:34:39.286605,0.99999034,1
111748,2025-11-18 01:34:39.297746,0.9999927,1
74427,2025-11-18 01:34:39.311926,0.9999925,1
148059,2025-11-18 01:34:39.328538,0.99982834,1
163787,2025-11-18 01:34:39.347756,0.99998856,1
61342,2025-11-18 01:34:39.405100,0.9998702,1
67471,2025-11-18 01:34:39.415019,0.89881057,1
110446,2025-11-18 01:34:39.434501,0.9999734,1
132199,2025-11-18 01:34:39.455133,0.999987,1
104044,2025-11-18 01:34:39.478792,0.99996233,1
71985,2025-11-18 01:34:39.500233,0.99999213,1
56844,2025-11-18 01:34:39.517933,0.99999094,1
126628,2025-11-18 01:34:39.526460,0.99999106,1
87545,2025-11-18 01:34:39.546375,0.99999046,1
141495,2025-11-18 01:34:39.558092,0.99999034,1
71698,2025-11-18 01:34:39.567099,0.9999844,1
98136,2025-11-18 01:34:39.581577,0.793472,1
87512,2025-11-18 01:34:39.621838,0.99999034,1
123728,2025-11-18 01:34:39.650390,0.9999695,1
56680,2025-11-18 01:34:39.671674,0.9999927,1
77255,2025-11-18 01:34:39.686443,0.99999225,1
144112,2025-11-18 01:34:39.708058,0.9999906,1
99918,2025-11-18 01:34:39.732049,0.9999014,1
166826,2025-11-18 01:34:39.769994,0.9999919,1
163552,2025-11-18 01:34:39.827406,0.9999925,1
101076,2025-11-18 01:34:39.863457,0.99988353,1
74698,2025-11-18 01:34:39.909485,0.99994266,1
149518,2025-11-18 01:34:39.921442,0.9999895,1
85813,2025-11-18 01:34:39.945463,0.9999865,1
150822,2025-11-18 01:34:39.956465,0.9999924,1
50509,2025-11-18 01:34:39.970502,0.9998385,1
113223,2025-11-18 01:34:40.002739,0.9999187,1
172999,2025-11-18 01:34:40.023451,0.99999297,1
153875,2025-11-18 01:34:40.037330,0.999982,1
103269,2025-11-18 01:34:40.060952,0.93252033,1
161543,2025-11-18 01:34:40.075326,0.99998975,1
89147,2025-11-18 01:34:40.109292,0.99997663,1
173205,2025-11-18 01:34:40.146685,0.99998045,1
78795,2025-11-18 01:34:40.155462,0.9999635,1
79788,2025-11-18 01:34:40.169102,0.99589527,1
93999,2025-11-18 01:34:40.214365,0.99998796,1
142872,2025-11-18 01:34:40.227235,0.9999932,1
139914,2025-11-18 01:34:40.267296,0.9999914,1
171257,2025-11-18 01:34:40.279107,0.9999925,1
124892,2025-11-18 01:34:40.295943,0.99999285,1
83629,2025-11-18 01:34:40.337461,0.999835,1
102560,2025-11-18 01:34:40.353828,0.9999479,1
77481,2025-11-18 01:34:40.365913,0.9918698,1
100848,2025-11-18 01:34:40.378418,0.9999567,1
173361,2025-11-18 01:34:40.386660,0.9996561,1
140796,2025-11-18 01:34:40.405537,0.9999901,1
95674,2025-11-18 01:34:40.420414,0.999985,1
151855,2025-11-18 01:34:40.437356,0.99999297,1
56773,2025-11-18 01:34:40.462367,0.9999883,1
49729,2025-11-18 01:34:40.477250,0.7111807,1
153127,2025-11-18 01:34:40.487884,0.9999901,1
61820,2025-11-18 01:34:40.516472,0.9999597,1
119714,2025-11-18 01:34:40.544401,0.9999926,1
76923,2025-11-18 01:34:40.593143,0.985472,1
117796,2025-11-18 01:34:40.600336,0.99998975,1
151384,2025-11-18 01:34:40.615829,0.9999889,1
126115,2025-11-18 01:34:40.641958,0.9999832,1
65795,2025-11-18 01:34:40.643631,0.9999887,1
57417,2025-11-18 01:34:40.666470,0.9999925,1
75606,2025-11-18 01:34:40.694838,0.9999895,1
81063,2025-11-18 01:34:40.710988,0.9999901,1
145017,2025-11-18 01:34:40.724360,0.99998736,1
171578,2025-11-18 01:34:40.743550,0.9999895,1
69802,2025-11-18 01:34:40.755714,0.9999857,1
157724,2025-11-18 01:34:40.783192,0.9150145,1
69496,2025-11-18 01:34:40.791692,0.99997604,1
105611,2025-11-18 01:34:40.799408,0.9999187,1
86727,2025-11-18 01:34:40.832201,0.99278826,1
146606,2025-11-18 01:34:40.852169,0.9999894,1
158434,2025-11-18 01:34:40.866598,0.9999869,1
69456,2025-11-18 01:34:40.874036,0.9999819,1
150900,2025-11-18 01:34:40.899109,0.9999918,1
98998,2025-11-18 01:34:40.914715,0.9999609,1
48204,2025-11-18 01:34:40.932536,0.99999154,1
85002,2025-11-18 01:34:40.969222,0.99999046,1
153860,2025-11-18 01:34:40.998159,0.99998426,1
86124,2025-11-18 01:34:41.031359,0.9961689,1
135380,2025-11-18 01:34:41.044769,0.9996748,1
174601,2025-11-18 01:34:41.069395,0.9999858,1
131669,2025-11-18 01:34:41.079667,0.9999925,1
57062,2025-11-18 01:34:41.088218,0.999992,1
133317,2025-11-18 01:34:41.100813,0.9999821,1
138979,2025-11-18 01:34:41.131650,0.99998975,1
52585,2025-11-18 01:34:41.142427,0.9999927,1
143641,2025-11-18 01:34:41.150387,0.9999895,1
156894,2025-11-18 01:34:41.187649,0.9999908,1
149913,2025-11-18 01:34:41.203593,0.99999154,1
115514,2025-11-18 01:34:41.208953,0.99999213,1
72511,2025-11-18 01:34:41.250610,0.999987,1
172463,2025-11-18 01:34:41.262510,0.9999925,1
54946,2025-11-18 01:34:41.302131,0.9999927,1
168342,2025-11-18 01:34:41.344545,0.9999931,1
7182,2025-11-18 01:34:41.358627,0.98307645,0
70402,2025-11-18 01:34:41.384489,0.9999757,1
124488,2025-11-18 01:34:41.390948,0.9999927,1
97980,2025-11-18 01:34:41.448555,0.94783133,1
170444,2025-11-18 01:34:41.457593,0.99998224,1
82188,2025-11-18 01:34:41.483648,0.9999776,1
148947,2025-11-18 01:34:41.501228,0.9999908,1
96579,2025-11-18 01:34:41.561042,0.99992526,1
133833,2025-11-18 01:34:41.579839,0.9994721,1
150080,2025-11-18 01:34:41.589255,0.9999529,1
108286,2025-11-18 01:34:41.602710,0.99998796,1
174320,2025-11-18 01:34:41.617905,0.9999918,1
68178,2025-11-18 01:34:41.649563,0.9991943,1
167003,2025-11-18 01:34:41.677776,0.9999895,1
63708,2025-11-18 01:34:41.696712,0.9999852,1
49535,2025-11-18 01:34:41.724883,0.9999789,1
86492,2025-11-18 01:34:41.743767,0.99998426,1
121999,2025-11-18 01:34:41.761896,0.8118886,1
107076,2025-11-18 01:34:41.768973,0.99999213,1
89692,2025-11-18 01:34:41.826442,0.99994123,1
174081,2025-11-18 01:34:41.853367,0.99999106,1
134126,2025-11-18 01:34:41.861008,0.99998665,1
57122,2025-11-18 01:34:41.879013,0.9999876,1
91383,2025-11-18 01:34:41.886103,0.9998036,1
55224,2025-11-18 01:34:41.913175,0.9999528,1
160770,2025-11-18 01:34:41.919733,0.99999154,1
144762,2025-11-18 01:34:41.949527,0.9999918,1
133074,2025-11-18 01:34:42.018170,0.9999914,1
60334,2025-11-18 01:34:42.036604,0.999977,1
79782,2025-11-18 01:34:42.103517,0.99629897,1
144044,2025-11-18 01:34:42.110899,0.9999907,1
81966,2025-11-18 01:34:42.126495,0.99991775,1
49674,2025-11-18 01:34:42.143993,0.99993503,1
158491,2025-11-18 01:34:42.157012,0.9999869,1
169519,2025-11-18 01:34:42.173131,0.9999881,1
117547,2025-11-18 01:34:42.197401,0.9999633,1
91113,2025-11-18 01:34:42.197401,0.99998844,1
148663,2025-11-18 01:34:42.211639,0.56592286,1
160450,2025-11-18 01:34:42.223335,0.999949,1
76600,2025-11-18 01:34:42.252526,0.99998987,1
99988,2025-11-18 01:34:42.272197,0.5316948,1
68761,2025-11-18 01:34:42.322740,0.9987685,1
166582,2025-11-18 01:34:42.332030,0.999925,1
116156,2025-11-18 01:34:42.339194,0.99999225,1
140415,2025-11-18 01:34:42.361484,0.9999862,1
172263,2025-11-18 01:34:42.379092,0.9999926,1
145038,2025-11-18 01:34:42.395774,0.9999926,1
64158,2025-11-18 01:34:42.407526,0.99996734,1
147613,2025-11-18 01:34:42.418302,0.9999887,1
165699,2025-11-18 01:34:42.426986,0.99997365,1
158564,2025-11-18 01:34:42.454650,0.9999931,1
56175,2025-11-18 01:34:42.466379,0.9999927,1
157097,2025-11-18 01:34:42.501702,0.99998665,1
76105,2025-11-18 01:34:42.522492,0.9999851,1
167640,2025-11-18 01:34:42.542044,0.99999213,1
123368,2025-11-18 01:34:42.581028,0.99998677,1
71498,2025-11-18 01:34:42.602403,0.9999925,1
138300,2025-11-18 01:34:42.646997,0.99999,1
118410,2025-11-18 01:34:42.658766,0.9999902,1
117943,2025-11-18 01:34:42.677269,0.9999865,1
164715,2025-11-18 01:34:42.732524,0.99999034,1
80323,2025-11-18 01:34:42.743919,0.9999881,1
118221,2025-11-18 01:34:42.755912,0.99934226,1
50065,2025-11-18 01:34:42.783219,0.9999746,1
98918,2025-11-18 01:34:42.809514,0.99261236,1
70304,2025-11-18 01:34:42.830227,0.9999927,1
172537,2025-11-18 01:34:42.859166,0.9999919,1
83978,2025-11-18 01:34:42.876225,0.9999838,1
153651,2025-11-18 01:34:42.893199,0.9999924,1
103408,2025-11-18 01:34:42.912769,0.99999297,1
147402,2025-11-18 01:34:42.940367,0.9999906,1
144808,2025-11-18 01:34:42.959736,0.9999932,1
117094,2025-11-18 01:34:42.991476,0.9998536,1
53199,2025-11-18 01:34:43.008599,0.999931,1
70741,2025-11-18 01:34:43.017598,0.9999906,1
71608,2025-11-18 01:34:43.031460,0.9700472,1
90362,2025-11-18 01:34:43.061608,0.9999864,1
57923,2025-11-18 01:34:43.083616,0.99988997,1
55608,2025-11-18 01:34:43.105324,0.9999908,1
151324,2025-11-18 01:34:43.115440,0.99998784,1
81409,2025-11-18 01:34:43.126445,0.99993134,1
147883,2025-11-18 01:34:43.145407,0.9999889,1
68375,2025-11-18 01:34:43.186449,0.8727646,1
87634,2025-11-18 01:34:43.208030,0.99998987,1
151940,2025-11-18 01:34:43.224184,0.99999285,1
148293,2025-11-18 01:34:43.234597,0.99045956,1
66415,2025-11-18 01:34:43.251939,0.999992,1
139426,2025-11-18 01:34:43.267931,0.9999924,1
54481,2025-11-18 01:34:43.339801,0.99999154,1
175113,2025-11-18 01:34:43.384590,0.99999213,1
155491,2025-11-18 01:34:43.395679,0.9999896,1
143457,2025-11-18 01:34:43.405679,0.99999046,1
136410,2025-11-18 01:34:43.419804,0.99998474,1
103164,2025-11-18 01:34:43.435666,0.9991241,1
91213,2025-11-18 01:34:43.454129,0.9997123,1
147628,2025-11-18 01:34:43.466910,0.99998903,1
55790,2025-11-18 01:34:43.503184,0.9999896,1
80937,2025-11-18 01:34:43.510447,0.99985397,1
135971,2025-11-18 01:34:43.516025,0.9999621,1
71278,2025-11-18 01:34:43.536625,0.9999919,1
106225,2025-11-18 01:34:43.564604,0.9999918,1
102812,2025-11-18 01:34:43.572603,0.9999685,1
66703,2025-11-18 01:34:43.589131,0.99998593,1
126655,2025-11-18 01:34:43.640800,0.99998415,1
85806,2025-11-18 01:34:43.649311,0.9999865,1
69563,2025-11-18 01:34:43.672000,0.9692243,1
108167,2025-11-18 01:34:43.681942,0.9999908,1
164443,2025-11-18 01:34:43.693601,0.9999925,1
145173,2025-11-18 01:34:43.719701,0.99991786,1
156716,2025-11-18 01:34:43.750836,0.9999906,1
91354,2025-11-18 01:34:43.810075,0.99998474,1
117496,2025-11-18 01:34:43.841877,0.9999187,1
132792,2025-11-18 01:34:43.858181,0.9999896,1
137130,2025-11-18 01:34:43.887805,0.99998856,1
166467,2025-11-18 01:34:43.892164,0.99999106,1
146720,2025-11-18 01:34:43.940781,0.99999154,1
65626,2025-11-18 01:34:43.952309,0.99999297,1
131397,2025-11-18 01:34:43.961253,0.9999417,1
76285,2025-11-18 01:34:43.969150,0.99997437,1
131259,2025-11-18 01:34:43.984852,0.99999094,1
59911,2025-11-18 01:34:43.997547,0.9999895,1
84820,2025-11-18 01:34:44.009309,0.9999882,1
47944,2025-11-18 01:34:44.045030,0.9999894,1
136624,2025-11-18 01:34:44.065417,0.9999907,1
106029,2025-11-18 01:34:44.080019,0.9999927,1
136472,2025-11-18 01:34:44.102514,0.99996245,1
109071,2025-11-18 01:34:44.127755,0.9999527,1
99994,2025-11-18 01:34:44.153585,0.999969,1
162211,2025-11-18 01:34:44.161916,0.9999889,1
148016,2025-11-18 01:34:44.180781,0.9999925,1
79370,2025-11-18 01:34:44.202449,0.99993813,1
152289,2025-11-18 01:34:44.224454,0.9999908,1
161476,2025-11-18 01:34:44.233454,0.99950063,1
149377,2025-11-18 01:34:44.259960,0.9999857,1
111258,2025-11-18 01:34:44.270680,0.9999918,1
56813,2025-11-18 01:34:44.280052,0.9999913,1
102331,2025-11-18 01:34:44.294008,0.992067,1
160586,2025-11-18 01:34:44.328191,0.99998796,1
120574,2025-11-18 01:34:44.369575,0.9761737,1
89458,2025-11-18 01:34:44.437217,0.8718838,1
174446,2025-11-18 01:34:44.475683,0.99998987,1
143353,2025-11-18 01:34:44.503353,0.9999926,1
105383,2025-11-18 01:34:44.527220,0.9502589,0
121653,2025-11-18 01:34:44.551502,0.9999685,1
172981,2025-11-18 01:34:44.561321,0.9999908,1
135414,2025-11-18 01:34:44.614792,0.99999,1
134255,2025-11-18 01:34:44.659631,0.9999925,1
120856,2025-11-18 01:34:44.697218,0.99920803,1
143930,2025-11-18 01:34:44.705015,0.9999924,1
110278,2025-11-18 01:34:44.747420,0.9999918,1
143075,2025-11-18 01:34:44.762964,0.99883777,1
72453,2025-11-18 01:34:44.786293,0.97160476,1
64742,2025-11-18 01:34:44.796008,0.99997675,1
82784,2025-11-18 01:34:44.810725,0.9993487,1
174029,2025-11-18 01:34:44.820168,0.9999858,1
150339,2025-11-18 01:34:44.852406,0.9999893,1
114252,2025-11-18 01:34:44.866571,0.9999865,1
159525,2025-11-18 01:34:44.888725,0.9999893,1
169676,2025-11-18 01:34:44.923624,0.99998057,1
165266,2025-11-18 01:34:44.935357,0.99999166,1
149569,2025-11-18 01:34:44.947184,0.9996171,1
54810,2025-11-18 01:34:44.980412,0.99998987,1
52464,2025-11-18 01:34:45.010185,0.9980001,1
73163,2025-11-18 01:34:45.010185,0.9999906,1
126358,2025-11-18 01:34:45.044380,0.9999926,1
149026,2025-11-18 01:34:45.066713,0.9999865,1
169644,2025-11-18 01:34:45.090256,0.9999913,1
99744,2025-11-18 01:34:45.103052,0.9999846,1
114062,2025-11-18 01:34:45.162066,0.99998546,1
116877,2025-11-18 01:34:45.182973,0.9999918,1
149023,2025-11-18 01:34:45.200415,0.9999896,1
147355,2025-11-18 01:34:45.223398,0.9999907,1
43515,2025-11-18 01:34:45.281180,0.99791485,0
150089,2025-11-18 01:34:45.292149,0.9999926,1
163432,2025-11-18 01:34:45.316062,0.9999728,1
161449,2025-11-18 01:34:45.362397,0.9999926,1
103928,2025-11-18 01:34:45.373619,0.99997735,1
49662,2025-11-18 01:34:45.392636,0.99996054,1
137582,2025-11-18 01:34:45.420883,0.9999881,1
159603,2025-11-18 01:34:45.441299,0.9999906,1
86842,2025-11-18 01:34:45.457013,0.9999881,1
76632,2025-11-18 01:34:45.466201,0.9999876,1
62185,2025-11-18 01:34:45.472525,0.5143754,1
62888,2025-11-18 01:34:45.515695,0.9999745,1
86843,2025-11-18 01:34:45.525699,0.9999839,1
87628,2025-11-18 01:34:45.530586,0.99998784,1
146316,2025-11-18 01:34:45.563941,0.99999046,1
143963,2025-11-18 01:34:45.574813,0.99999106,1
164981,2025-11-18 01:34:45.583820,0.9999927,1
55604,2025-11-18 01:34:45.601972,0.9995573,1
83337,2025-11-18 01:34:45.619866,0.9999839,1
158572,2025-11-18 01:34:45.633980,0.99999213,1
132201,2025-11-18 01:34:45.655271,0.9999888,1
103744,2025-11-18 01:34:45.682712,0.9294127,1
82237,2025-11-18 01:34:45.700621,0.99997616,1
156304,2025-11-18 01:34:45.723315,0.9999825,1
137859,2025-11-18 01:34:45.740245,0.99995387,1
74992,2025-11-18 01:34:45.761094,0.99999166,1
135268,2025-11-18 01:34:45.775414,0.9999931,1
120919,2025-11-18 01:34:45.830077,0.9999881,1
160930,2025-11-18 01:34:45.857434,0.9999925,1
158138,2025-11-18 01:34:45.868104,0.999992,1
142142,2025-11-18 01:34:45.894572,0.9999851,1
61754,2025-11-18 01:34:45.935079,0.99993443,1
51568,2025-11-18 01:34:45.962282,0.999946,1
108005,2025-11-18 01:34:45.965282,0.99998426,1
63098,2025-11-18 01:34:45.984767,0.9999882,1
49660,2025-11-18 01:34:46.008339,0.9998561,1
97580,2025-11-18 01:34:46.021165,0.99988735,1
155189,2025-11-18 01:34:46.034843,0.9999924,1
157340,2025-11-18 01:34:46.059543,0.99999213,1
118730,2025-11-18 01:34:46.100119,0.99998224,1
62744,2025-11-18 01:34:46.117173,0.999949,1
119295,2025-11-18 01:34:46.146581,0.9999926,1
106145,2025-11-18 01:34:46.159805,0.999977,1
141097,2025-11-18 01:34:46.177114,0.99999154,1
69716,2025-11-18 01:34:46.192847,0.9458429,1
66449,2025-11-18 01:34:46.235347,0.99999094,1
94233,2025-11-18 01:34:46.264688,0.9999882,1
104938,2025-11-18 01:34:46.276516,0.9999907,1
135979,2025-11-18 01:34:46.301499,0.9999919,1
69099,2025-11-18 01:34:46.307840,0.9976865,1
48164,2025-11-18 01:34:46.329219,0.9999906,1
134875,2025-11-18 01:34:46.371082,0.99977785,1
101593,2025-11-18 01:34:46.382402,0.99999225,1
153321,2025-11-18 01:34:46.388669,0.9999924,1
132095,2025-11-18 01:34:46.399524,0.99999046,1
49129,2025-11-18 01:34:46.430112,0.99991715,1
129197,2025-11-18 01:34:46.480958,0.99998415,1
117629,2025-11-18 01:34:46.516928,0.99998546,1
138478,2025-11-18 01:34:46.528328,0.9999722,1
98968,2025-11-18 01:34:46.557857,0.9999862,1
